时间,带宽(bps)
2016-09-05T17:20:00+08:00,937153599
2016-09-05T17:25:00+08:00,913734540
2016-09-05T17:30:00+08:00,953079836
2016-09-05T17:35:00+08:00,939112828
2016-09-05T17:40:00+08:00,915556177
2016-09-05T17:45:00+08:00,944831276
2016-09-05T17:50:00+08:00,1009388828
2016-09-05T17:55:00+08:00,992837154
2016-09-05T18:00:00+08:00,907932989
2016-09-05T18:05:00+08:00,968303539
2016-09-05T18:10:00+08:00,1005811329
2016-09-05T18:15:00+08:00,1041332846
2016-09-05T18:20:00+08:00,1162045368
2016-09-05T18:25:00+08:00,1148518231
2016-09-05T18:30:00+08:00,1095792866
2016-09-05T18:35:00+08:00,1048908527
2016-09-05T18:40:00+08:00,1021138056
2016-09-05T18:45:00+08:00,1105346091
2016-09-05T18:50:00+08:00,1092214436
2016-09-05T18:55:00+08:00,1089091161
2016-09-05T19:00:00+08:00,1122122691
2016-09-05T19:05:00+08:00,1105243419
2016-09-05T19:10:00+08:00,1069439582
2016-09-05T19:15:00+08:00,1151271596
2016-09-05T19:20:00+08:00,1091140173
2016-09-05T19:25:00+08:00,1231547047
2016-09-05T19:30:00+08:00,1177151949
2016-09-05T19:35:00+08:00,1138155391
2016-09-05T19:40:00+08:00,1144713687
2016-09-05T19:45:00+08:00,1111859712
2016-09-05T19:50:00+08:00,1124340159
2016-09-05T19:55:00+08:00,1162366797
2016-09-05T20:00:00+08:00,1201131855
2016-09-05T20:05:00+08:00,1399382736
2016-09-05T20:10:00+08:00,1295387052
2016-09-05T20:15:00+08:00,1254685757
2016-09-05T20:20:00+08:00,1291884209
2016-09-05T20:25:00+08:00,1424881493
2016-09-05T20:30:00+08:00,1338458816
2016-09-05T20:35:00+08:00,1459840446
2016-09-05T20:40:00+08:00,1364915366
2016-09-05T20:45:00+08:00,1475937762
2016-09-05T20:50:00+08:00,1447383646
2016-09-05T20:55:00+08:00,1411100684
2016-09-05T21:00:00+08:00,1383798211
2016-09-05T21:05:00+08:00,1420312223
2016-09-05T21:10:00+08:00,1478883453
2016-09-05T21:15:00+08:00,1546976556
2016-09-05T21:20:00+08:00,1538925421
2016-09-05T21:25:00+08:00,1592591432
2016-09-05T21:30:00+08:00,1566089491
2016-09-05T21:35:00+08:00,1634384493
2016-09-05T21:40:00+08:00,1671669369
2016-09-05T21:45:00+08:00,1541469401
2016-09-05T21:50:00+08:00,1533294030
2016-09-05T21:55:00+08:00,1462247751
2016-09-05T22:00:00+08:00,1535167259
2016-09-05T22:05:00+08:00,1644120212
2016-09-05T22:10:00+08:00,1685574858
2016-09-05T22:15:00+08:00,1580568500
2016-09-05T22:20:00+08:00,1521039962
2016-09-05T22:25:00+08:00,1523102264
2016-09-05T22:30:00+08:00,1633679488
2016-09-05T22:35:00+08:00,1597547220
2016-09-05T22:40:00+08:00,1601585746
2016-09-05T22:45:00+08:00,1594920991
2016-09-05T22:50:00+08:00,1666110657
2016-09-05T22:55:00+08:00,1563801027
2016-09-05T23:00:00+08:00,1605986365
2016-09-05T23:05:00+08:00,1599763140
2016-09-05T23:10:00+08:00,1546866569
2016-09-05T23:15:00+08:00,1577273901
2016-09-05T23:20:00+08:00,1547565947
2016-09-05T23:25:00+08:00,1501009948
2016-09-05T23:30:00+08:00,1517970860
2016-09-05T23:35:00+08:00,1517811168
2016-09-05T23:40:00+08:00,1406155569
2016-09-05T23:45:00+08:00,1501420525
2016-09-05T23:50:00+08:00,1559127523
2016-09-05T23:55:00+08:00,1393004999
2016-09-06T00:00:00+08:00,1358383831
2016-09-06T00:05:00+08:00,1392346987
2016-09-06T00:10:00+08:00,1406306820
2016-09-06T00:15:00+08:00,1343219200
2016-09-06T00:20:00+08:00,1256748999
2016-09-06T00:25:00+08:00,1353746150
2016-09-06T00:30:00+08:00,1199804161
2016-09-06T00:35:00+08:00,1136393494
2016-09-06T00:40:00+08:00,1080207687
2016-09-06T00:45:00+08:00,1147923498
2016-09-06T00:50:00+08:00,1044701757
2016-09-06T00:55:00+08:00,982863704
2016-09-06T01:00:00+08:00,940879772
2016-09-06T01:05:00+08:00,877340433
2016-09-06T01:10:00+08:00,827826749
2016-09-06T01:15:00+08:00,834720490
2016-09-06T01:20:00+08:00,812823050
2016-09-06T01:25:00+08:00,781079481
2016-09-06T01:30:00+08:00,696491066
2016-09-06T01:35:00+08:00,643665336
2016-09-06T01:40:00+08:00,616975901
2016-09-06T01:45:00+08:00,654118590
2016-09-06T01:50:00+08:00,685541856
2016-09-06T01:55:00+08:00,685086843
2016-09-06T02:00:00+08:00,536118491
2016-09-06T02:05:00+08:00,596940027
2016-09-06T02:10:00+08:00,556938727
2016-09-06T02:15:00+08:00,603188017
2016-09-06T02:20:00+08:00,544481865
2016-09-06T02:25:00+08:00,486922987
2016-09-06T02:30:00+08:00,527027677
2016-09-06T02:35:00+08:00,526608748
2016-09-06T02:40:00+08:00,506164708
2016-09-06T02:45:00+08:00,485555210
2016-09-06T02:50:00+08:00,482529167
2016-09-06T02:55:00+08:00,471707015
2016-09-06T03:00:00+08:00,402301101
2016-09-06T03:05:00+08:00,393381920
2016-09-06T03:10:00+08:00,331414306
2016-09-06T03:15:00+08:00,350810261
2016-09-06T03:20:00+08:00,331311281
2016-09-06T03:25:00+08:00,355436309
2016-09-06T03:30:00+08:00,348536003
2016-09-06T03:35:00+08:00,293517476
2016-09-06T03:40:00+08:00,335726424
2016-09-06T03:45:00+08:00,315257848
2016-09-06T03:50:00+08:00,293406100
2016-09-06T03:55:00+08:00,304635323
2016-09-06T04:00:00+08:00,275830938
2016-09-06T04:05:00+08:00,331518808
2016-09-06T04:10:00+08:00,305329722
2016-09-06T04:15:00+08:00,267817345
2016-09-06T04:20:00+08:00,276845265
2016-09-06T04:25:00+08:00,261529171
2016-09-06T04:30:00+08:00,243246807
2016-09-06T04:35:00+08:00,242615970
2016-09-06T04:40:00+08:00,237784733
2016-09-06T04:45:00+08:00,250324754
2016-09-06T04:50:00+08:00,248639253
2016-09-06T04:55:00+08:00,267908917
2016-09-06T05:00:00+08:00,246109722
2016-09-06T05:05:00+08:00,223187943
2016-09-06T05:10:00+08:00,210515821
2016-09-06T05:15:00+08:00,207658111
2016-09-06T05:20:00+08:00,241393911
2016-09-06T05:25:00+08:00,230879600
2016-09-06T05:30:00+08:00,230990652
2016-09-06T05:35:00+08:00,229573198
2016-09-06T05:40:00+08:00,234696061
2016-09-06T05:45:00+08:00,239860812
2016-09-06T05:50:00+08:00,209681646
2016-09-06T05:55:00+08:00,209628373
2016-09-06T06:00:00+08:00,230879144
2016-09-06T06:05:00+08:00,235269519
2016-09-06T06:10:00+08:00,274461405
2016-09-06T06:15:00+08:00,236141915
2016-09-06T06:20:00+08:00,262051201
2016-09-06T06:25:00+08:00,305129809
2016-09-06T06:30:00+08:00,284047550
2016-09-06T06:35:00+08:00,297280751
2016-09-06T06:40:00+08:00,301192957
2016-09-06T06:45:00+08:00,303999300
2016-09-06T06:50:00+08:00,320092965
2016-09-06T06:55:00+08:00,332883813
2016-09-06T07:00:00+08:00,322042480
2016-09-06T07:05:00+08:00,348548222
2016-09-06T07:10:00+08:00,388028349
2016-09-06T07:15:00+08:00,389421128
2016-09-06T07:20:00+08:00,407496771
2016-09-06T07:25:00+08:00,339406376
2016-09-06T07:30:00+08:00,324832678
2016-09-06T07:35:00+08:00,383122720
2016-09-06T07:40:00+08:00,440525400
2016-09-06T07:45:00+08:00,403745347
2016-09-06T07:50:00+08:00,430929879
2016-09-06T07:55:00+08:00,456048637
2016-09-06T08:00:00+08:00,416426046
2016-09-06T08:05:00+08:00,402346321
2016-09-06T08:10:00+08:00,453374197
2016-09-06T08:15:00+08:00,465960663
2016-09-06T08:20:00+08:00,509866426
2016-09-06T08:25:00+08:00,531409067
2016-09-06T08:30:00+08:00,513370725
2016-09-06T08:35:00+08:00,549643119
2016-09-06T08:40:00+08:00,492927055
2016-09-06T08:45:00+08:00,455826356
2016-09-06T08:50:00+08:00,513461408
2016-09-06T08:55:00+08:00,567465104
2016-09-06T09:00:00+08:00,570026812
2016-09-06T09:05:00+08:00,511664570
2016-09-06T09:10:00+08:00,555928632
2016-09-06T09:15:00+08:00,516815783
2016-09-06T09:20:00+08:00,595115971
2016-09-06T09:25:00+08:00,554744702
2016-09-06T09:30:00+08:00,519493728
2016-09-06T09:35:00+08:00,575417614
2016-09-06T09:40:00+08:00,569899573
2016-09-06T09:45:00+08:00,597842304
2016-09-06T09:50:00+08:00,641473533
2016-09-06T09:55:00+08:00,645467607
2016-09-06T10:00:00+08:00,652274324
2016-09-06T10:05:00+08:00,691762953
2016-09-06T10:10:00+08:00,682090150
2016-09-06T10:15:00+08:00,680348541
2016-09-06T10:20:00+08:00,717111489
2016-09-06T10:25:00+08:00,727927654
2016-09-06T10:30:00+08:00,693076015
2016-09-06T10:35:00+08:00,735303055
2016-09-06T10:40:00+08:00,746833947
2016-09-06T10:45:00+08:00,768438967
2016-09-06T10:50:00+08:00,822756468
2016-09-06T10:55:00+08:00,815340410
2016-09-06T11:00:00+08:00,757347819
2016-09-06T11:05:00+08:00,821292908
2016-09-06T11:10:00+08:00,788174447
2016-09-06T11:15:00+08:00,880436336
2016-09-06T11:20:00+08:00,775822285
2016-09-06T11:25:00+08:00,800536211
2016-09-06T11:30:00+08:00,737870871
2016-09-06T11:35:00+08:00,761619599
2016-09-06T11:40:00+08:00,728735621
2016-09-06T11:45:00+08:00,792148790
2016-09-06T11:50:00+08:00,831037192
2016-09-06T11:55:00+08:00,792515300
2016-09-06T12:00:00+08:00,795618658
2016-09-06T12:05:00+08:00,822589515
2016-09-06T12:10:00+08:00,813106598
2016-09-06T12:15:00+08:00,836564935
2016-09-06T12:20:00+08:00,901553807
2016-09-06T12:25:00+08:00,913912474
2016-09-06T12:30:00+08:00,832655157
2016-09-06T12:35:00+08:00,859604218
2016-09-06T12:40:00+08:00,981326196
2016-09-06T12:45:00+08:00,962821067
2016-09-06T12:50:00+08:00,971155363
2016-09-06T12:55:00+08:00,942555168
2016-09-06T13:00:00+08:00,938401631
2016-09-06T13:05:00+08:00,927830454
2016-09-06T13:10:00+08:00,921227641
2016-09-06T13:15:00+08:00,940756595
2016-09-06T13:20:00+08:00,905043418
2016-09-06T13:25:00+08:00,944951981
2016-09-06T13:30:00+08:00,1025229583
2016-09-06T13:35:00+08:00,1009240313
2016-09-06T13:40:00+08:00,1051656353
2016-09-06T13:45:00+08:00,985580562
2016-09-06T13:50:00+08:00,898473747
2016-09-06T13:55:00+08:00,983014756
2016-09-06T14:00:00+08:00,1003226205
2016-09-06T14:05:00+08:00,961321334
2016-09-06T14:10:00+08:00,951078713
2016-09-06T14:15:00+08:00,912864329
2016-09-06T14:20:00+08:00,960372286
2016-09-06T14:25:00+08:00,1000233750
2016-09-06T14:30:00+08:00,883188408
2016-09-06T14:35:00+08:00,930140163
2016-09-06T14:40:00+08:00,954937296
2016-09-06T14:45:00+08:00,995256215
2016-09-06T14:50:00+08:00,923912853
2016-09-06T14:55:00+08:00,948735107
2016-09-06T15:00:00+08:00,978020845
2016-09-06T15:05:00+08:00,1059795452
2016-09-06T15:10:00+08:00,978113655
2016-09-06T15:15:00+08:00,994630161
2016-09-06T15:20:00+08:00,908950469
2016-09-06T15:25:00+08:00,949213787
2016-09-06T15:30:00+08:00,956360302
2016-09-06T15:35:00+08:00,1005136951
2016-09-06T15:40:00+08:00,950047462
2016-09-06T15:45:00+08:00,980963567
2016-09-06T15:50:00+08:00,998174079
2016-09-06T15:55:00+08:00,958645704
2016-09-06T16:00:00+08:00,1014124143
2016-09-06T16:05:00+08:00,1069575625
2016-09-06T16:10:00+08:00,1189323782
2016-09-06T16:15:00+08:00,1118909201
2016-09-06T16:20:00+08:00,1009473088
2016-09-06T16:25:00+08:00,1048218878
2016-09-06T16:30:00+08:00,1033671727
2016-09-06T16:35:00+08:00,984580537
2016-09-06T16:40:00+08:00,996632924
2016-09-06T16:45:00+08:00,985725744
2016-09-06T16:50:00+08:00,972789791
2016-09-06T16:55:00+08:00,923565067
2016-09-06T17:00:00+08:00,912860926
2016-09-06T17:05:00+08:00,934431822
2016-09-06T17:10:00+08:00,953863494
2016-09-06T17:15:00+08:00,1012686845
2016-09-06T17:20:00+08:00,969453782
2016-09-06T17:25:00+08:00,963646008
2016-09-06T17:30:00+08:00,1052940243
2016-09-06T17:35:00+08:00,988110848
2016-09-06T17:40:00+08:00,948340714
2016-09-06T17:45:00+08:00,955707030
2016-09-06T17:50:00+08:00,964686609
2016-09-06T17:55:00+08:00,899379515
2016-09-06T18:00:00+08:00,901976754
2016-09-06T18:05:00+08:00,1022915034
2016-09-06T18:10:00+08:00,941179044
2016-09-06T18:15:00+08:00,893424257
2016-09-06T18:20:00+08:00,813542028
2016-09-06T18:25:00+08:00,894918850
2016-09-06T18:30:00+08:00,933321786
2016-09-06T18:35:00+08:00,963711547
2016-09-06T18:40:00+08:00,1023647567
2016-09-06T18:45:00+08:00,1010590927
2016-09-06T18:50:00+08:00,1089726566
2016-09-06T18:55:00+08:00,1132343457
2016-09-06T19:00:00+08:00,1180823708
2016-09-06T19:05:00+08:00,1171534731
2016-09-06T19:10:00+08:00,1153338913
2016-09-06T19:15:00+08:00,1213251136
2016-09-06T19:20:00+08:00,1260313597
2016-09-06T19:25:00+08:00,1229341374
2016-09-06T19:30:00+08:00,1207562440
2016-09-06T19:35:00+08:00,1221138838
2016-09-06T19:40:00+08:00,1116095790
2016-09-06T19:45:00+08:00,1144091822
2016-09-06T19:50:00+08:00,1120611202
2016-09-06T19:55:00+08:00,1191618602
2016-09-06T20:00:00+08:00,1196163009
2016-09-06T20:05:00+08:00,1245854860
2016-09-06T20:10:00+08:00,1319632307
2016-09-06T20:15:00+08:00,1497743837
2016-09-06T20:20:00+08:00,1517824419
2016-09-06T20:25:00+08:00,1473847378
2016-09-06T20:30:00+08:00,1486128046
2016-09-06T20:35:00+08:00,1434319401
2016-09-06T20:40:00+08:00,1428752927
2016-09-06T20:45:00+08:00,1487632381
2016-09-06T20:50:00+08:00,1423610581
2016-09-06T20:55:00+08:00,1354483884
2016-09-06T21:00:00+08:00,1430156118
2016-09-06T21:05:00+08:00,1563326094
2016-09-06T21:10:00+08:00,1472699070
2016-09-06T21:15:00+08:00,1536190519
2016-09-06T21:20:00+08:00,1464747919
2016-09-06T21:25:00+08:00,1497448067
2016-09-06T21:30:00+08:00,1610330917
2016-09-06T21:35:00+08:00,1682995959
2016-09-06T21:40:00+08:00,1539074992
2016-09-06T21:45:00+08:00,1549790496
2016-09-06T21:50:00+08:00,1558103732
2016-09-06T21:55:00+08:00,1543825392
2016-09-06T22:00:00+08:00,1665704324
2016-09-06T22:05:00+08:00,1667430635
2016-09-06T22:10:00+08:00,1659012908
2016-09-06T22:15:00+08:00,1548208034
2016-09-06T22:20:00+08:00,1438212853
2016-09-06T22:25:00+08:00,1585394029
2016-09-06T22:30:00+08:00,1613842481
2016-09-06T22:35:00+08:00,1680871277
2016-09-06T22:40:00+08:00,1519657810
2016-09-06T22:45:00+08:00,1643226666
2016-09-06T22:50:00+08:00,1636098184
2016-09-06T22:55:00+08:00,1626842903
2016-09-06T23:00:00+08:00,1597539952
2016-09-06T23:05:00+08:00,1768136824
2016-09-06T23:10:00+08:00,1688458757
2016-09-06T23:15:00+08:00,1669503922
2016-09-06T23:20:00+08:00,1540833760
2016-09-06T23:25:00+08:00,1442965281
2016-09-06T23:30:00+08:00,1568715695
2016-09-06T23:35:00+08:00,1635611470
2016-09-06T23:40:00+08:00,1579350856
2016-09-06T23:45:00+08:00,1490766250
2016-09-06T23:50:00+08:00,1351178564
2016-09-06T23:55:00+08:00,1363584313
2016-09-07T00:00:00+08:00,1421472015
2016-09-07T00:05:00+08:00,1373924734
2016-09-07T00:10:00+08:00,1338839601
2016-09-07T00:15:00+08:00,1272135868
2016-09-07T00:20:00+08:00,1243357079
2016-09-07T00:25:00+08:00,1149451413
2016-09-07T00:30:00+08:00,1114898281
2016-09-07T00:35:00+08:00,1090293031
2016-09-07T00:40:00+08:00,973432170
2016-09-07T00:45:00+08:00,1004440710
2016-09-07T00:50:00+08:00,1019545047
2016-09-07T00:55:00+08:00,964399475
2016-09-07T01:00:00+08:00,948618881
2016-09-07T01:05:00+08:00,890213293
2016-09-07T01:10:00+08:00,842460130
2016-09-07T01:15:00+08:00,849412778
2016-09-07T01:20:00+08:00,834152452
2016-09-07T01:25:00+08:00,740137112
2016-09-07T01:30:00+08:00,714907668
2016-09-07T01:35:00+08:00,671594716
2016-09-07T01:40:00+08:00,613473804
2016-09-07T01:45:00+08:00,618688772
2016-09-07T01:50:00+08:00,588818915
2016-09-07T01:55:00+08:00,563132063
2016-09-07T02:00:00+08:00,567546850
2016-09-07T02:05:00+08:00,641703684
2016-09-07T02:10:00+08:00,654880593
2016-09-07T02:15:00+08:00,514900003
2016-09-07T02:20:00+08:00,543354744
2016-09-07T02:25:00+08:00,525381396
2016-09-07T02:30:00+08:00,571720444
2016-09-07T02:35:00+08:00,448143672
2016-09-07T02:40:00+08:00,434981482
2016-09-07T02:45:00+08:00,456428950
2016-09-07T02:50:00+08:00,452119492
2016-09-07T02:55:00+08:00,419598508
2016-09-07T03:00:00+08:00,402739816
2016-09-07T03:05:00+08:00,382655291
2016-09-07T03:10:00+08:00,357918745
2016-09-07T03:15:00+08:00,347442433
2016-09-07T03:20:00+08:00,402465190
2016-09-07T03:25:00+08:00,353500411
2016-09-07T03:30:00+08:00,301065748
2016-09-07T03:35:00+08:00,261216822
2016-09-07T03:40:00+08:00,247087786
2016-09-07T03:45:00+08:00,239482449
2016-09-07T03:50:00+08:00,229382357
2016-09-07T03:55:00+08:00,230649278
2016-09-07T04:00:00+08:00,198660863
2016-09-07T04:05:00+08:00,258683511
2016-09-07T04:10:00+08:00,233672187
2016-09-07T04:15:00+08:00,251298373
2016-09-07T04:20:00+08:00,210525434
2016-09-07T04:25:00+08:00,184457782
2016-09-07T04:30:00+08:00,176705777
2016-09-07T04:35:00+08:00,176756122
2016-09-07T04:40:00+08:00,188157623
2016-09-07T04:45:00+08:00,192303413
2016-09-07T04:50:00+08:00,202526734
2016-09-07T04:55:00+08:00,196133024
2016-09-07T05:00:00+08:00,222188637
2016-09-07T05:05:00+08:00,167572144
2016-09-07T05:10:00+08:00,173999996
2016-09-07T05:15:00+08:00,188223115
2016-09-07T05:20:00+08:00,195747949
2016-09-07T05:25:00+08:00,184991867
2016-09-07T05:30:00+08:00,142828878
2016-09-07T05:35:00+08:00,202947382
2016-09-07T05:40:00+08:00,191137992
2016-09-07T05:45:00+08:00,226784603
2016-09-07T05:50:00+08:00,208530048
2016-09-07T05:55:00+08:00,201386578
2016-09-07T06:00:00+08:00,190265374
2016-09-07T06:05:00+08:00,231553550
2016-09-07T06:10:00+08:00,268968557
2016-09-07T06:15:00+08:00,284357234
2016-09-07T06:20:00+08:00,255557928
2016-09-07T06:25:00+08:00,292995539
2016-09-07T06:30:00+08:00,319958681
2016-09-07T06:35:00+08:00,329652402
2016-09-07T06:40:00+08:00,305391318
2016-09-07T06:45:00+08:00,328677373
2016-09-07T06:50:00+08:00,328710939
2016-09-07T06:55:00+08:00,356684917
2016-09-07T07:00:00+08:00,347975136
2016-09-07T07:05:00+08:00,330242924
2016-09-07T07:10:00+08:00,346885810
2016-09-07T07:15:00+08:00,334416053
2016-09-07T07:20:00+08:00,338182669
2016-09-07T07:25:00+08:00,374935157
2016-09-07T07:30:00+08:00,349798544
2016-09-07T07:35:00+08:00,360705110
2016-09-07T07:40:00+08:00,389062928
2016-09-07T07:45:00+08:00,367375730
2016-09-07T07:50:00+08:00,425747109
2016-09-07T07:55:00+08:00,472784397
2016-09-07T08:00:00+08:00,444028697
2016-09-07T08:05:00+08:00,382189036
2016-09-07T08:10:00+08:00,425236276
2016-09-07T08:15:00+08:00,440136671
2016-09-07T08:20:00+08:00,444405271
2016-09-07T08:25:00+08:00,458416770
2016-09-07T08:30:00+08:00,439642176
2016-09-07T08:35:00+08:00,448815876
2016-09-07T08:40:00+08:00,434979279
2016-09-07T08:45:00+08:00,456009741
2016-09-07T08:50:00+08:00,472337361
2016-09-07T08:55:00+08:00,499925020
2016-09-07T09:00:00+08:00,505050609
2016-09-07T09:05:00+08:00,535218700
2016-09-07T09:10:00+08:00,501796339
2016-09-07T09:15:00+08:00,531266954
2016-09-07T09:20:00+08:00,530606908
2016-09-07T09:25:00+08:00,527890926
2016-09-07T09:30:00+08:00,513707248
2016-09-07T09:35:00+08:00,553840725
2016-09-07T09:40:00+08:00,591446525
2016-09-07T09:45:00+08:00,602353154
2016-09-07T09:50:00+08:00,567535931
2016-09-07T09:55:00+08:00,585791218
2016-09-07T10:00:00+08:00,595521759
2016-09-07T10:05:00+08:00,664449373
2016-09-07T10:10:00+08:00,627766320
2016-09-07T10:15:00+08:00,586657788
2016-09-07T10:20:00+08:00,635262000
2016-09-07T10:25:00+08:00,603582766
2016-09-07T10:30:00+08:00,703367735
2016-09-07T10:35:00+08:00,674183098
2016-09-07T10:40:00+08:00,749340542
2016-09-07T10:45:00+08:00,724207316
2016-09-07T10:50:00+08:00,743613592
2016-09-07T10:55:00+08:00,703667378
2016-09-07T11:00:00+08:00,704830154
2016-09-07T11:05:00+08:00,699760448
2016-09-07T11:10:00+08:00,652348128
2016-09-07T11:15:00+08:00,710892226
2016-09-07T11:20:00+08:00,664507491
2016-09-07T11:25:00+08:00,642847485
2016-09-07T11:30:00+08:00,684558570
2016-09-07T11:35:00+08:00,668305661
2016-09-07T11:40:00+08:00,682318542
2016-09-07T11:45:00+08:00,649912992
2016-09-07T11:50:00+08:00,715549397
2016-09-07T11:55:00+08:00,674194500
2016-09-07T12:00:00+08:00,673437885
2016-09-07T12:05:00+08:00,707508837
2016-09-07T12:10:00+08:00,698440641
2016-09-07T12:15:00+08:00,795131884
2016-09-07T12:20:00+08:00,776630018
2016-09-07T12:25:00+08:00,750604992
2016-09-07T12:30:00+08:00,786743392
2016-09-07T12:35:00+08:00,776932282
2016-09-07T12:40:00+08:00,808410690
2016-09-07T12:45:00+08:00,785487235
2016-09-07T12:50:00+08:00,779677179
2016-09-07T12:55:00+08:00,830605564
2016-09-07T13:00:00+08:00,899311800
2016-09-07T13:05:00+08:00,941405860
2016-09-07T13:10:00+08:00,916479524
2016-09-07T13:15:00+08:00,963588808
2016-09-07T13:20:00+08:00,1002114506
2016-09-07T13:25:00+08:00,1086843907
2016-09-07T13:30:00+08:00,1017606706
2016-09-07T13:35:00+08:00,1059295528
2016-09-07T13:40:00+08:00,1064611819
2016-09-07T13:45:00+08:00,1093835743
2016-09-07T13:50:00+08:00,1015244259
2016-09-07T13:55:00+08:00,1053450991
2016-09-07T14:00:00+08:00,937747300
2016-09-07T14:05:00+08:00,929301622
2016-09-07T14:10:00+08:00,885230481
2016-09-07T14:15:00+08:00,970870034
2016-09-07T14:20:00+08:00,975398525
2016-09-07T14:25:00+08:00,1026487228
2016-09-07T14:30:00+08:00,1013383105
2016-09-07T14:35:00+08:00,1020590364
2016-09-07T14:40:00+08:00,1010140401
2016-09-07T14:45:00+08:00,996912496
2016-09-07T14:50:00+08:00,1002203615
2016-09-07T14:55:00+08:00,1009210418
2016-09-07T15:00:00+08:00,1005647068
2016-09-07T15:05:00+08:00,977394721
2016-09-07T15:10:00+08:00,962909026
2016-09-07T15:15:00+08:00,1039300752
2016-09-07T15:20:00+08:00,1040857881
2016-09-07T15:25:00+08:00,990175510
2016-09-07T15:30:00+08:00,1020822017
2016-09-07T15:35:00+08:00,996172157
2016-09-07T15:40:00+08:00,1031710190
2016-09-07T15:45:00+08:00,991013913
2016-09-07T15:50:00+08:00,1055608934
2016-09-07T15:55:00+08:00,997006852
2016-09-07T16:00:00+08:00,1005809131
2016-09-07T16:05:00+08:00,983318481
2016-09-07T16:10:00+08:00,974515999
2016-09-07T16:15:00+08:00,971772209
2016-09-07T16:20:00+08:00,971327583
2016-09-07T16:25:00+08:00,1020544575
2016-09-07T16:30:00+08:00,1110114748
2016-09-07T16:35:00+08:00,1052570524
2016-09-07T16:40:00+08:00,1055339219
2016-09-07T16:45:00+08:00,976257734
2016-09-07T16:50:00+08:00,1047118491
2016-09-07T16:55:00+08:00,1067958095
2016-09-07T17:00:00+08:00,1033898548
2016-09-07T17:05:00+08:00,934676569
2016-09-07T17:10:00+08:00,959339278
2016-09-07T17:15:00+08:00,954259424
2016-09-07T17:20:00+08:00,945391509
2016-09-07T17:25:00+08:00,960013537
2016-09-07T17:30:00+08:00,992109415
2016-09-07T17:35:00+08:00,912549673
2016-09-07T17:40:00+08:00,984157096
2016-09-07T17:45:00+08:00,1002016517
2016-09-07T17:50:00+08:00,965245239
2016-09-07T17:55:00+08:00,971199663
2016-09-07T18:00:00+08:00,940693650
2016-09-07T18:05:00+08:00,952393253
2016-09-07T18:10:00+08:00,975837478
2016-09-07T18:15:00+08:00,984153569
2016-09-07T18:20:00+08:00,967025468
2016-09-07T18:25:00+08:00,925020040
2016-09-07T18:30:00+08:00,973407537
2016-09-07T18:35:00+08:00,976796377
2016-09-07T18:40:00+08:00,1004133779
2016-09-07T18:45:00+08:00,997680691
2016-09-07T18:50:00+08:00,1024400655
2016-09-07T18:55:00+08:00,928297930
2016-09-07T19:00:00+08:00,915691092
2016-09-07T19:05:00+08:00,985632554
2016-09-07T19:10:00+08:00,1075506100
2016-09-07T19:15:00+08:00,1029114190
2016-09-07T19:20:00+08:00,1062360913
2016-09-07T19:25:00+08:00,1060929261
2016-09-07T19:30:00+08:00,1134837903
2016-09-07T19:35:00+08:00,1178344762
2016-09-07T19:40:00+08:00,1247502183
2016-09-07T19:45:00+08:00,1271783509
2016-09-07T19:50:00+08:00,1201182929
2016-09-07T19:55:00+08:00,1246167860
2016-09-07T20:00:00+08:00,1274153792
2016-09-07T20:05:00+08:00,1323429434
2016-09-07T20:10:00+08:00,1420032317
2016-09-07T20:15:00+08:00,1395557211
2016-09-07T20:20:00+08:00,1333588966
2016-09-07T20:25:00+08:00,1376297528
2016-09-07T20:30:00+08:00,1399245844
2016-09-07T20:35:00+08:00,1506122815
2016-09-07T20:40:00+08:00,1577467209
2016-09-07T20:45:00+08:00,1506442313
2016-09-07T20:50:00+08:00,1534160615
2016-09-07T20:55:00+08:00,1568241447
2016-09-07T21:00:00+08:00,1629805734
2016-09-07T21:05:00+08:00,1663420262
2016-09-07T21:10:00+08:00,1605865956
2016-09-07T21:15:00+08:00,1638971730
2016-09-07T21:20:00+08:00,1749422000
2016-09-07T21:25:00+08:00,1615262338
2016-09-07T21:30:00+08:00,1646475730
2016-09-07T21:35:00+08:00,1656771839
2016-09-07T21:40:00+08:00,1607237295
2016-09-07T21:45:00+08:00,1672098116
2016-09-07T21:50:00+08:00,1674747039
2016-09-07T21:55:00+08:00,1599578151
2016-09-07T22:00:00+08:00,1675913095
2016-09-07T22:05:00+08:00,1722269527
2016-09-07T22:10:00+08:00,1785464639
2016-09-07T22:15:00+08:00,1752984875
2016-09-07T22:20:00+08:00,1678212427
2016-09-07T22:25:00+08:00,1645972430
2016-09-07T22:30:00+08:00,1513682210
2016-09-07T22:35:00+08:00,1565717062
2016-09-07T22:40:00+08:00,1521871171
2016-09-07T22:45:00+08:00,1561247128
2016-09-07T22:50:00+08:00,1637406209
2016-09-07T22:55:00+08:00,1667345090
2016-09-07T23:00:00+08:00,1729221388
2016-09-07T23:05:00+08:00,905574953
2016-09-07T23:10:00+08:00,774351332
2016-09-07T23:15:00+08:00,796445440
2016-09-07T23:20:00+08:00,705412752
2016-09-07T23:25:00+08:00,695844406
2016-09-07T23:30:00+08:00,741547761
2016-09-07T23:35:00+08:00,717086679
2016-09-07T23:40:00+08:00,670410176
2016-09-07T23:45:00+08:00,744812917
